itemUID,issueDate,itemResidency,duration,durationValue,residency,state,itemType,itemYear,price,birthYear,gender,county,customerUID,age
41084,2017-08-26,F,1-Day,1,F,IA,Fish,2017,12,1986,Male,NA,7215,31
42725,2017-11-25,F,2-Day,1,F,IA,Hunt,2017,67,1986,Male,NA,7215,31
43065,2017-12-31,F,2-Day,1,F,IA,Hunt,2017,67,1986,Male,NA,7215,31
45745,2018-07-23,F,3-Day,1,F,IA,Fish,2018,22,1986,Male,NA,7215,32
27038,2014-12-29,F,2-Day,1,F,TX,Hunt,2014,56,1998,Male,NA,7216,16
27041,2014-12-29,NA,Annual,1,F,TX,WaterFowl,2014,5,1998,Male,NA,7216,16
27036,2014-12-29,F,Annual,1,F,CO,Hunt,2014,81,2002,Male,NA,7217,12
27042,2014-12-29,NA,Annual,1,F,CO,WaterFowl,2014,5,2002,Male,NA,7217,12
27037,2014-12-29,F,2-Day,1,F,TX,Hunt,2014,56,1985,Female,NA,7218,29
27043,2014-12-29,NA,Annual,1,F,TX,WaterFowl,2014,5,1985,Female,NA,7218,29
27050,2014-12-30,F,2-Day,1,F,UT,Hunt,2014,56,1985,Male,NA,7219,29
27053,2014-12-30,NA,Annual,1,F,UT,WaterFowl,2014,5,1985,Male,NA,7219,29
32410,2015-12-28,F,2-Day,1,F,UT,Hunt,2015,56,1985,Male,NA,7219,30
32413,2015-12-28,NA,Annual,1,F,UT,WaterFowl,2015,5,1985,Male,NA,7219,30
37884,2016-12-27,F,2-Day,1,F,UT,Hunt,2016,57,1985,Male,NA,7219,31
37887,2016-12-27,NA,Annual,1,F,UT,WaterFowl,2016,5.5,1985,Male,NA,7219,31
43035,2017-12-29,F,2-Day,1,F,UT,Hunt,2017,67,1985,Male,NA,7219,32
43040,2017-12-29,NA,Annual,1,F,UT,WaterFowl,2017,10,1985,Male,NA,7219,32
27049,2014-12-30,F,Annual,1,F,NC,Hunt,2015,81,1966,Male,NA,7220,48
27054,2014-12-30,NA,Annual,1,F,NC,WaterFowl,2015,5,1966,Male,NA,7220,48
27659,2015-03-10,T,Season,1,T,NE,Spring Turkey,2015,6,1999,Male,lancaster,7221,16
32071,2015-11-26,T,Season,1,T,NE,Deer,2015,6,1999,Male,lancaster,7221,16
32072,2015-11-26,T,Season,1,T,NE,Fall Turkey,2015,6,1999,Male,lancaster,7221,16
33585,2016-04-04,T,Season,1,T,NE,Spring Turkey,2016,7,1999,Male,lancaster,7221,17
37586,2016-11-28,T,Season,1,T,NE,Fall Turkey,2016,25,1999,Male,lancaster,7221,17
38957,2017-04-02,T,5 Year,5,T,NE,Fish,2017,85,1999,Male,lancaster,7221,18
27159,2015-01-03,T,Annual,1,T,NE,Hunt,2015,14,1991,Male,douglas,7222,24
39770,2017-05-15,T,1-Day,1,T,NE,Fish,2017,9,1991,Male,douglas,7222,26
47400,2018-11-11,T,Annual,1,T,NE,Hunt,2018,18,1991,Male,douglas,7222,27
2328,2010-06-06,T,Annual,1,T,NE,Fish,2010,18.5,1994,Male,hall,7223,16
8048,2011-06-24,T,Annual,1,T,NE,Hunt Fish Combo,2011,30,1994,Male,hall,7223,17
8049,2011-06-24,NA,Annual,1,T,NE,WaterFowl,2011,5,1994,Male,hall,7223,17
9871,2011-10-31,T,Season,1,T,NE,Deer,2011,15.5,1994,Male,hall,7223,17
11219,2012-01-03,T,Annual,1,T,NE,Hunt Fish Combo,2012,30,1994,Male,hall,7223,18
16190,2012-12-03,T,Season,1,T,NE,Deer,2012,15.5,1994,Male,hall,7223,18
18501,2013-05-30,T,Annual,1,T,NE,Hunt Fish Combo,2013,30,1994,Male,hall,7223,19
21930,2014-01-07,T,Annual,1,T,NE,Hunt Fish Combo,2014,30,1994,Male,hall,7223,20
26330,2014-11-15,T,Season,1,T,NE,Deer,2014,30,1994,Male,hall,7223,20
27160,2015-01-03,T,Annual,1,T,NE,Hunt Fish Combo,2015,30,1994,Male,hall,7223,21
27174,2015-01-03,NA,Annual,1,T,NE,WaterFowl,2015,5,1994,Male,hall,7223,21
30609,2015-09-15,T,Season,1,T,NE,Deer,2015,73.5,1994,Male,hall,7223,21
32411,2015-12-28,T,Annual,1,T,NE,Hunt Fish Combo,2016,31,1994,Male,hall,7223,21
32414,2015-12-28,NA,Annual,1,T,NE,WaterFowl,2016,5.5,1994,Male,hall,7223,21
33875,2016-04-18,T,Season,1,T,NE,Spring Turkey,2016,25,1994,Male,hall,7223,22
38422,2017-01-29,T,Annual,1,T,NE,Hunt Fish Combo,2017,37,1994,Male,hall,7223,23
38425,2017-01-29,NA,Annual,1,T,NE,WaterFowl,2017,10,1994,Male,hall,7223,23
38996,2017-04-05,T,Season,1,T,NE,Spring Turkey,2017,30,1994,Male,hall,7223,23
43519,2018-01-31,T,Annual,1,T,NE,Hunt Fish Combo,2018,37,1994,Male,hall,7223,24
43520,2018-01-31,NA,Annual,1,T,NE,WaterFowl,2018,10,1994,Male,hall,7223,24
44091,2018-04-19,T,Season,1,T,NE,Spring Turkey,2018,30,1994,Male,hall,7223,24
27158,2015-01-03,F,Annual,1,F,CO,Hunt,2015,81,1953,Male,NA,7224,62
43324,2018-01-13,F,2-Day,1,F,CO,Hunt,2018,67,1953,Male,NA,7224,65
43335,2018-01-13,NA,Annual,1,F,CO,WaterFowl,2018,10,1953,Male,NA,7224,65
28425,2015-04-20,T,Season,1,T,NE,Spring Turkey,2015,6,1998,Male,lancaster,7225,17
33834,2016-04-17,T,Season,1,T,NE,Spring Turkey,2016,7,1998,Male,lancaster,7225,18
36916,2016-11-05,T,Season,1,T,NE,Deer,2016,7,1998,Male,lancaster,7225,18
37193,2016-11-12,T,Season,1,T,NE,Deer,2016,7,1998,Male,lancaster,7225,18
27237,2015-01-05,F,Annual,1,F,WY,Fish,2015,50.5,1966,Male,NA,7226,49
32882,2016-01-24,F,Annual,1,F,WY,Fish,2016,51.5,1966,Male,NA,7226,50
38384,2017-01-23,F,Annual,1,F,WY,Fish,2017,61,1966,Male,NA,7226,51
43614,2018-02-26,F,Annual,1,F,WY,Fish,2018,61,1966,Male,NA,7226,52
28530,2015-04-26,T,Season,1,T,NE,Spring Turkey,2015,24,2001,Male,lancaster,7227,14
37194,2016-11-12,T,Season,1,T,NE,Deer,2016,7,2001,Male,lancaster,7227,15
42516,2017-11-12,T,Season,1,T,NE,Deer,2017,8,2001,Male,lancaster,7227,16
47401,2018-11-11,T,Season,1,T,NE,Deer,2018,8,2001,Male,lancaster,7227,17
27272,2015-01-08,F,Annual,1,F,WY,Fish,2015,50.5,1946,Male,NA,7228,69
3024,2010-07-17,F,3-Day,1,T,NE,Fish,2010,17.5,1968,Female,keith,7229,42
11622,2012-02-19,T,Annual,1,T,NE,Fish,2012,18.5,1968,Female,keith,7229,44
16883,2013-01-19,T,Annual,1,T,NE,Fish,2013,18.5,1968,Female,keith,7229,45
22656,2014-04-07,T,Annual,1,T,NE,Fish,2014,18.5,1968,Female,keith,7229,46
27529,2015-02-09,T,Annual,1,T,NE,Fish,2015,18.5,1968,Female,keith,7229,47
33303,2016-03-14,T,Annual,1,T,NE,Fish,2016,19.5,1968,Female,keith,7229,48
38806,2017-03-20,T,Annual,1,T,NE,Fish,2017,23,1968,Female,keith,7229,49
40922,2017-08-07,T,Annual,1,T,NE,Hunt,2017,18,1968,Female,keith,7229,49
43022,2017-12-28,T,Annual,1,T,NE,Fish,2018,23,1968,Female,keith,7229,49
27301,2015-01-10,F,Annual,1,F,UT,Hunt,2015,81,1988,Male,NA,7230,27
27303,2015-01-10,NA,Annual,1,F,UT,WaterFowl,2015,5,1988,Male,NA,7230,27
27319,2015-01-11,T,Annual,1,T,NE,Hunt Fish Combo,2015,30,1982,Male,lancaster,7231,33
34342,2016-05-16,T,Annual,1,T,NE,Hunt Fish Combo,2016,31,1982,Male,lancaster,7231,34
40725,2017-07-18,T,Annual,1,T,NE,Hunt Fish Combo,2017,37,1982,Male,lancaster,7231,35
45426,2018-07-02,T,Annual,1,T,NE,Hunt Fish Combo,2018,37,1982,Male,lancaster,7231,36
27318,2015-01-11,T,Annual,1,T,NE,Fish,2015,18.5,1980,Male,dawes,7232,35
16071,2012-11-22,T,Annual,1,T,NE,Hunt,2012,14,1978,Male,phelps,7233,34
17487,2013-04-07,T,Season,1,T,NE,Spring Turkey,2013,24,1978,Male,phelps,7233,35
27369,2015-01-15,T,Annual,1,T,NE,Hunt,2015,14,1978,Male,phelps,7233,37
32865,2016-01-22,T,Annual,1,T,NE,Hunt,2016,15,1978,Male,phelps,7233,38
38416,2017-01-28,T,Annual,1,T,NE,Hunt,2017,18,1978,Male,phelps,7233,39
1858,2010-05-10,T,1-Day,1,T,NE,Fish,2010,6.5,1985,Male,douglas,7234,25
27418,2015-01-19,T,Annual,1,T,NE,Fish,2015,18.5,1985,Male,douglas,7234,30
27385,2015-01-17,F,Annual,1,F,CO,Hunt,2015,81,1968,Male,NA,7235,47
27398,2015-01-18,T,Annual,1,T,NE,Fish,2015,18.5,1960,Female,clay,7236,55
27424,2015-01-19,T,Season,1,T,NE,Fall Turkey,2014,6,2008,Male,dawson,7237,7
28299,2015-04-15,T,Season,1,T,NE,Spring Turkey,2015,6,2008,Male,dawson,7237,7
30665,2015-09-20,T,Season,1,T,NE,Fall Turkey,2015,6,2008,Male,dawson,7237,7
33340,2016-03-16,T,Season,1,T,NE,Spring Turkey,2016,7,2008,Male,dawson,7237,8
36506,2016-10-19,T,Season,1,T,NE,Fall Turkey,2016,7,2008,Male,dawson,7237,8
39063,2017-04-09,T,Season,1,T,NE,Spring Turkey,2017,8,2008,Male,dawson,7237,9
41036,2017-08-20,T,Season,1,T,NE,Deer,2017,14,2008,Male,dawson,7237,9
41037,2017-08-20,T,Season,1,T,NE,Fall Turkey,2017,8,2008,Male,dawson,7237,9
41038,2017-08-20,T,Season,1,T,NE,Deer,2017,8,2008,Male,dawson,7237,9
43957,2018-04-08,T,Season,1,T,NE,Spring Turkey,2018,8,2008,Male,dawson,7237,10
46482,2018-10-03,T,Season,1,T,NE,Deer,2018,14,2008,Male,dawson,7237,10
46483,2018-10-03,T,Season,1,T,NE,Fall Turkey,2018,8,2008,Male,dawson,7237,10
47404,2018-11-11,T,Season,1,T,NE,Deer,2018,8,2008,Male,dawson,7237,10
27419,2015-01-19,T,Annual,1,T,NE,Hunt,2015,14,1993,Male,nemaha,7238,22
27423,2015-01-19,F,Annual,1,F,MI,Hunt,2015,81,1976,Male,NA,7239,39
27429,2015-01-19,NA,Annual,1,F,MI,WaterFowl,2015,5,1976,Male,NA,7239,39
27422,2015-01-19,T,Annual,1,T,NE,Hunt,2015,14,1989,Male,lancaster,7240,26
33188,2016-03-07,T,Annual,1,T,NE,Hunt Fish Combo,2016,31,1989,Male,lancaster,7240,27
37995,2017-01-02,T,Annual,1,T,NE,Hunt Fish Combo,2017,37,1989,Male,lancaster,7240,28
44065,2018-04-17,T,Annual,1,T,NE,Fish,2018,23,1989,Male,lancaster,7240,29
27420,2015-01-19,T,Annual,1,T,NE,Hunt Fish Combo,2015,30,1944,Male,buffalo,7241,71
40307,2017-06-18,T,Annual,1,T,NE,Fish,2017,23,1944,Male,buffalo,7241,73
42724,2017-11-25,T,Annual,1,T,NE,Hunt Fish Combo,2017,5,1944,Male,buffalo,7241,73
42984,2017-12-24,T,Annual,1,T,NE,Hunt Fish Combo,2018,5,1944,Male,buffalo,7241,73
27421,2015-01-19,T,Annual,1,T,NE,Fish,2015,18.5,1954,Male,dakota,7242,61
27439,2015-01-20,T,1-Day,1,T,NE,Fish,2015,6.5,1980,Female,douglas,7243,35
27438,2015-01-20,T,Annual,1,T,NE,Hunt Fish Combo,2015,30,1956,Male,knox,7244,59
27440,2015-01-20,NA,Annual,1,T,NE,WaterFowl,2015,5,1956,Male,knox,7244,59
27444,2015-01-21,F,Annual,1,F,CO,Hunt,2015,81,1961,Male,NA,7245,54
29059,2015-05-28,F,Season,1,F,CO,Spring Turkey,2015,96,1961,Male,NA,7245,54
34558,2016-05-29,F,Season,1,F,CO,Spring Turkey,2016,97,1961,Male,NA,7245,55
36804,2016-11-02,F,Annual,1,F,CO,Hunt,2016,82,1961,Male,NA,7245,55
36805,2016-11-02,F,Season,1,F,CO,Fall Turkey,2016,97,1961,Male,NA,7245,55
39483,2017-04-24,F,Season,1,F,CO,Spring Turkey,2017,109,1961,Male,NA,7245,56
41983,2017-10-30,F,Annual,1,F,CO,Hunt,2017,97,1961,Male,NA,7245,56
46429,2018-09-28,F,Annual,1,F,CO,Hunt,2018,97,1961,Male,NA,7245,57
27456,2015-01-23,F,Annual,1,F,MO,Hunt,2015,81,1975,Male,NA,7246,40
27466,2015-01-24,T,Annual,1,T,NE,Hunt Fish Combo,2015,30,1970,Male,scotts bluff,7247,45
27468,2015-01-24,NA,Annual,1,T,NE,WaterFowl,2015,5,1970,Male,scotts bluff,7247,45
29997,2015-07-28,T,Annual,1,T,NE,Hunt,2015,14,1970,Male,sarpy,7248,45
27502,2015-01-31,T,Annual,1,T,NE,Fish,2015,18.5,1982,Male,scotts bluff,7249,33
41253,2017-09-04,T,Annual,1,T,NE,Fish,2017,23,1982,Male,scotts bluff,7249,35
27508,2015-02-01,T,Annual,1,T,NE,Hunt,2015,14,1963,Male,kearney,7250,52
27510,2015-02-01,NA,Annual,1,T,NE,WaterFowl,2015,5,1963,Male,kearney,7250,52
27534,2015-02-11,T,Annual,1,T,NE,Hunt Fish Combo,2015,5,1939,Male,dakota,7251,76
33114,2016-02-29,T,Annual,1,T,NE,Hunt Fish Combo,2016,5,1939,Male,dakota,7251,77
27543,2015-02-13,T,Annual,1,T,NE,Fish,2015,18.5,1959,Male,douglas,7252,56
27558,2015-02-19,F,Annual,1,F,ND,Hunt,2015,81,1985,Male,NA,7253,30
27559,2015-02-19,NA,Annual,1,F,ND,WaterFowl,2015,5,1985,Male,NA,7253,30
33075,2016-02-27,F,Annual,1,F,ND,Hunt,2016,82,1985,Male,NA,7253,31
33081,2016-02-27,NA,Annual,1,F,ND,WaterFowl,2016,5.5,1985,Male,NA,7253,31
27567,2015-02-23,F,Annual,1,F,AR,Hunt,2015,81,1992,Male,NA,7254,23
27569,2015-02-23,NA,Annual,1,F,AR,WaterFowl,2015,5,1992,Male,NA,7254,23
34204,2016-05-08,F,Season,1,F,AR,Spring Turkey,2016,97,1992,Male,NA,7254,24
34205,2016-05-08,F,Season,1,F,AR,Spring Turkey,2016,97,1992,Male,NA,7254,24
34206,2016-05-08,F,Annual,1,F,AR,Hunt,2016,82,1992,Male,NA,7254,24
34215,2016-05-08,NA,Annual,1,F,AR,WaterFowl,2016,5.5,1992,Male,NA,7254,24
44425,2018-05-05,F,Season,1,F,AR,Spring Turkey,2018,109,1992,Male,NA,7254,26
44462,2018-05-06,F,Season,1,F,AR,Spring Turkey,2018,109,1992,Male,NA,7254,26
44507,2018-05-07,F,Season,1,F,AR,Spring Turkey,2018,109,1992,Male,NA,7254,26
27568,2015-02-23,T,Annual,1,T,NE,Fish,2015,18.5,1972,Male,douglas,7255,43
34235,2016-05-09,T,Annual,1,T,NE,Fish,2016,19.5,1972,Male,douglas,7255,44
40151,2017-06-05,T,Annual,1,T,NE,Fish,2017,23,1972,Male,douglas,7255,45
27591,2015-03-02,F,Annual,1,F,CO,Hunt,2015,81,1968,Male,NA,7256,47
27984,2015-03-30,T,Annual,1,T,NE,Hunt,2015,14,1992,Male,lancaster,7257,23
27985,2015-03-30,T,Season,1,T,NE,Spring Turkey,2015,24,1992,Male,lancaster,7257,23
27613,2015-03-07,F,2-Day,1,F,CO,Hunt,2015,56,1995,Male,NA,7258,20
27617,2015-03-07,NA,Annual,1,F,CO,WaterFowl,2015,5,1995,Male,NA,7258,20
27612,2015-03-07,F,Annual,1,F,ND,Hunt,2015,81,1986,Male,NA,7259,29
27618,2015-03-07,NA,Annual,1,F,ND,WaterFowl,2015,5,1986,Male,NA,7259,29
27627,2015-03-08,F,Annual,1,F,WI,Hunt,2015,81,1973,Male,NA,7260,42
27631,2015-03-08,NA,Annual,1,F,WI,WaterFowl,2015,5,1973,Male,NA,7260,42
27649,2015-03-09,T,Annual,1,T,NE,Fish,2015,18.5,1989,Female,hitchcock,7261,26
27650,2015-03-09,T,Annual,1,T,NE,Fish,2015,18.5,1995,Male,lancaster,7262,20
34031,2016-04-25,T,1-Day,1,T,NE,Fish,2016,7.5,1995,Male,lancaster,7262,21
34598,2016-05-30,T,Annual,1,T,NE,Fish,2016,19.5,1995,Male,lancaster,7262,21
39302,2017-04-17,T,Annual,1,T,NE,Fish,2017,23,1995,Male,lancaster,7262,22
43661,2018-03-06,T,Annual,1,T,NE,Fish,2018,23,1995,Male,lancaster,7262,23
27667,2015-03-11,T,Annual,1,T,NE,Fish,2015,18.5,1995,Female,douglas,7263,20
34722,2016-06-02,T,Annual,1,T,NE,Fish,2016,19.5,1995,Female,douglas,7263,21
27680,2015-03-12,T,Annual,1,T,NE,Fish,2015,18.5,1988,Male,cheyenne,7264,27
27679,2015-03-12,T,Annual,1,T,NE,Fish,2015,18.5,1997,Female,douglas,7265,18
27681,2015-03-12,F,2-Day,1,F,CO,Hunt,2015,56,1984,Male,NA,7266,31
27684,2015-03-12,NA,Annual,1,F,CO,WaterFowl,2015,5,1984,Male,NA,7266,31
34916,2016-06-13,F,1-Day,1,F,CO,Fish,2016,9.5,1984,Male,NA,7266,32
27698,2015-03-13,T,Annual,1,T,NE,Fish,2015,18.5,1981,Male,colfax,7267,34
45263,2018-06-19,T,Annual,1,T,NE,Fish,2018,23,1981,Male,colfax,7267,37
27699,2015-03-13,T,Annual,1,T,NE,Fish,2015,18.5,1991,Male,douglas,7268,24
27697,2015-03-13,F,2-Day,1,F,CO,Hunt,2015,56,1960,Male,NA,7269,55
27705,2015-03-13,NA,Annual,1,F,CO,WaterFowl,2015,5,1960,Male,NA,7269,55
38618,2017-02-24,F,Annual,1,F,CO,Hunt,2017,97,1960,Male,NA,7269,57
27701,2015-03-13,F,Annual,1,F,MO,Hunt,2015,81,1978,Male,NA,7270,37
27706,2015-03-13,NA,Annual,1,F,MO,WaterFowl,2015,5,1978,Male,NA,7270,37
11888,2012-03-16,F,Annual,1,F,UT,Hunt,2012,14,2004,Male,NA,7271,8
11890,2012-03-16,NA,Annual,1,F,UT,WaterFowl,2012,5,2004,Male,NA,7271,8
27700,2015-03-13,F,Annual,1,F,UT,Hunt,2015,14,2004,Male,NA,7271,11
27704,2015-03-13,NA,Annual,1,F,UT,WaterFowl,2015,5,2004,Male,NA,7271,11
33232,2016-03-10,F,Annual,1,F,UT,Hunt,2016,15,2004,Male,NA,7271,12
33237,2016-03-10,NA,Annual,1,F,UT,WaterFowl,2016,5.5,2004,Male,NA,7271,12
43735,2018-03-16,F,Annual,1,F,UT,Hunt,2018,18,2004,Male,NA,7271,14
43738,2018-03-16,NA,Annual,1,F,UT,WaterFowl,2018,10,2004,Male,NA,7271,14
27714,2015-03-14,T,Annual,1,T,NE,Fish,2015,18.5,1985,Female,cass,7272,30
34700,2016-06-01,T,Annual,1,T,NE,Fish,2016,19.5,1985,Female,cass,7272,31
39932,2017-05-28,T,Annual,1,T,NE,Fish,2017,23,1985,Female,cass,7272,32
27716,2015-03-14,NA,Annual,1,F,MN,WaterFowl,2015,5,1962,Male,NA,7273,53
27753,2015-03-16,F,Annual,1,F,MN,Hunt,2015,81,1993,Male,NA,7274,22
27759,2015-03-16,NA,Annual,1,F,MN,WaterFowl,2015,5,1993,Male,NA,7274,22
27729,2015-03-15,T,Annual,1,T,NE,Fish,2015,18.5,1976,Male,sarpy,7275,39
27755,2015-03-16,T,Annual,1,T,NE,Fish,2015,18.5,1989,Male,lancaster,7276,26
27754,2015-03-16,T,Annual,1,T,NE,Fish,2015,18.5,1989,Male,seward,7277,26
27781,2015-03-17,F,1-Day,1,F,MN,Fish,2015,8.5,1996,Male,NA,7278,19
31480,2015-11-09,T,Annual,1,F,MN,Hunt,2015,14,1996,Male,NA,7278,19
31481,2015-11-09,T,Season,1,F,MN,Deer,2015,30,1996,Male,NA,7278,19
31487,2015-11-09,NA,Annual,1,F,MN,WaterFowl,2015,5,1996,Male,NA,7278,19
33038,2016-02-22,T,Annual,1,F,MN,Hunt Fish Combo,2016,31,1996,Male,NA,7278,20
37729,2016-12-14,NA,Annual,1,F,MN,WaterFowl,2016,5.5,1996,Male,NA,7278,20
877,2010-03-23,T,Annual,1,T,NE,Fish,2010,18.5,1984,Male,knox,7279,26
6827,2011-04-11,T,Annual,1,T,NE,Fish,2011,18.5,1984,Male,knox,7279,27
13250,2012-05-22,T,Annual,1,T,NE,Fish,2012,18.5,1984,Male,knox,7279,28
18144,2013-05-14,T,Annual,1,T,NE,Fish,2013,18.5,1984,Male,knox,7279,29
24173,2014-06-24,T,Annual,1,T,NE,Fish,2014,18.5,1984,Male,knox,7279,30
27778,2015-03-17,T,Annual,1,T,NE,Fish,2015,18.5,1984,Male,knox,7279,31
34353,2016-05-17,T,Annual,1,T,NE,Fish,2016,19.5,1984,Male,knox,7279,32
44887,2018-05-28,T,Annual,1,T,NE,Fish,2018,23,1984,Male,knox,7279,34
27780,2015-03-17,T,Annual,1,T,NE,Fish,2015,18.5,1998,Male,lincoln,7280,17
34152,2016-05-06,T,Annual,1,T,NE,Fish,2016,19.5,1998,Male,lincoln,7280,18
38656,2017-03-04,T,Annual,1,T,NE,Fish,2017,23,1998,Male,lincoln,7280,19
41215,2017-09-03,T,Annual,1,T,NE,Hunt,2017,18,1998,Male,lincoln,7280,19
32955,2016-02-04,T,Lifetime (age 0-15),99,T,NE,Hunt Fish Combo,2016,474,2016,Male,scotts bluff,7281,0
27779,2015-03-17,T,Annual,1,T,NE,Hunt Fish Combo,2015,5,1941,Male,york,7282,74
27795,2015-03-18,T,Annual,1,T,NE,Fish,2015,18.5,1991,Female,nuckolls,7283,24
30115,2015-08-08,T,Season,1,T,NE,Deer,2015,6,1998,Male,clay,7284,17
35626,2016-08-08,T,Season,1,T,NE,Deer,2016,7,1998,Male,clay,7284,18
42595,2017-11-14,T,Season,1,T,NE,Deer,2017,88,1998,Male,clay,7284,19
46539,2018-10-08,T,Season,1,T,NE,Deer,2018,37,1998,Male,clay,7284,20
1313,2010-04-13,T,Season,1,T,NE,Spring Turkey,2010,24,1952,Male,otoe,7285,58
1314,2010-04-13,T,Season,1,T,NE,Spring Turkey,2010,24,1952,Male,otoe,7285,58
1315,2010-04-13,T,Annual,1,T,NE,Hunt Fish Combo,2010,30,1952,Male,otoe,7285,58
2525,2010-06-16,T,Season,1,T,NE,Deer,2010,30,1952,Male,otoe,7285,58
5414,2010-12-11,T,Season,1,T,NE,Deer,2010,30,1952,Male,otoe,7285,58
6666,2011-04-03,T,Season,1,T,NE,Spring Turkey,2011,24,1952,Male,otoe,7285,59
6667,2011-04-03,T,Season,1,T,NE,Spring Turkey,2011,24,1952,Male,otoe,7285,59
6668,2011-04-03,T,Annual,1,T,NE,Hunt Fish Combo,2011,30,1952,Male,otoe,7285,59
7480,2011-05-17,T,Season,1,T,NE,Spring Turkey,2011,24,1952,Male,otoe,7285,59
8386,2011-07-14,T,Season,1,T,NE,Deer,2011,30,1952,Male,otoe,7285,59
12132,2012-03-26,T,Annual,1,T,NE,Hunt Fish Combo,2012,30,1952,Male,otoe,7285,60
12133,2012-03-26,T,Season,1,T,NE,Spring Turkey,2012,24,1952,Male,otoe,7285,60
12134,2012-03-26,T,Season,1,T,NE,Spring Turkey,2012,24,1952,Male,otoe,7285,60
13078,2012-05-11,T,Season,1,T,NE,Spring Turkey,2012,24,1952,Male,otoe,7285,60
13995,2012-07-11,T,Season,1,T,NE,Deer,2012,30,1952,Male,otoe,7285,60
17249,2013-03-25,T,Annual,1,T,NE,Hunt Fish Combo,2013,30,1952,Male,otoe,7285,61
17250,2013-03-25,T,Season,1,T,NE,Spring Turkey,2013,24,1952,Male,otoe,7285,61
19202,2013-07-10,T,Season,1,T,NE,Deer,2013,30,1952,Male,otoe,7285,61
22822,2014-04-13,T,Annual,1,T,NE,Hunt Fish Combo,2014,30,1952,Male,otoe,7285,62
22823,2014-04-13,T,Season,1,T,NE,Spring Turkey,2014,24,1952,Male,otoe,7285,62
22824,2014-04-13,T,Season,1,T,NE,Spring Turkey,2014,24,1952,Male,otoe,7285,62
27805,2015-03-19,T,Annual,1,T,NE,Hunt Fish Combo,2015,30,1952,Male,otoe,7285,63
27806,2015-03-19,T,Season,1,T,NE,Spring Turkey,2015,24,1952,Male,otoe,7285,63
28660,2015-05-03,T,Season,1,T,NE,Spring Turkey,2015,24,1952,Male,otoe,7285,63
29846,2015-07-16,T,Season,1,T,NE,Deer,2015,30,1952,Male,otoe,7285,63
33135,2016-03-02,T,Annual,1,T,NE,Hunt Fish Combo,2016,31,1952,Male,otoe,7285,64
33136,2016-03-02,T,Season,1,T,NE,Spring Turkey,2016,25,1952,Male,otoe,7285,64
33636,2016-04-06,T,Season,1,T,NE,Spring Turkey,2016,25,1952,Male,otoe,7285,64
35154,2016-06-30,T,Season,1,T,NE,Deer,2016,31,1952,Male,otoe,7285,64
38754,2017-03-17,T,Annual,1,T,NE,Hunt Fish Combo,2017,37,1952,Male,otoe,7285,65
38755,2017-03-17,T,Season,1,T,NE,Spring Turkey,2017,30,1952,Male,otoe,7285,65
40482,2017-06-29,T,Season,1,T,NE,Deer,2017,37,1952,Male,otoe,7285,65
43438,2018-01-21,T,Annual,1,T,NE,Hunt Fish Combo,2018,37,1952,Male,otoe,7285,66
43787,2018-03-23,T,Season,1,T,NE,Spring Turkey,2018,30,1952,Male,otoe,7285,66
44426,2018-05-05,T,Season,1,T,NE,Spring Turkey,2018,30,1952,Male,otoe,7285,66
45571,2018-07-11,T,Season,1,T,NE,Deer,2018,37,1952,Male,otoe,7285,66
27804,2015-03-19,T,Annual,1,T,NE,Fish,2015,18.5,1993,Male,holt,7286,22
27922,2015-03-27,F,Season,1,F,WI,Spring Turkey,2015,96,1990,Male,NA,7287,25
33524,2016-04-01,F,Season,1,F,WI,Spring Turkey,2016,97,1990,Male,NA,7287,26
38915,2017-03-27,F,Season,1,F,WI,Spring Turkey,2017,109,1990,Male,NA,7287,27
27815,2015-03-20,T,Annual,1,T,NE,Fish,2015,18.5,1988,Male,douglas,7288,27
27816,2015-03-20,T,Annual,1,T,NE,Fish,2015,18.5,1949,Male,lincoln,7289,66
33013,2016-02-20,T,Annual,1,T,NE,Fish,2016,19.5,1949,Male,lincoln,7289,67
27829,2015-03-21,T,Lifetime,99,T,NE,Hunt Fish Combo,2015,0,1964,Male,douglas,7290,51
27828,2015-03-21,T,Annual,1,T,NE,Fish,2015,18.5,1962,Female,merrick,7291,53
27848,2015-03-22,T,Annual,1,T,NE,Fish,2015,18.5,1991,Male,sarpy,7292,24
33231,2016-03-10,T,Annual,1,T,NE,Fish,2016,19.5,1991,Male,sarpy,7292,25
45223,2018-06-17,T,Annual,1,T,NE,Fish,2018,23,1991,Male,sarpy,7292,27
27865,2015-03-23,T,Annual,1,T,NE,Fish,2015,18.5,1952,Male,douglas,7293,63
27866,2015-03-23,T,1-Day,1,T,NE,Fish,2015,6.5,1993,Female,lancaster,7294,22
27867,2015-03-23,F,1-Day,1,F,CO,Fish,2015,8.5,1984,Male,NA,7295,31
45313,2018-06-24,F,1-Day,1,F,CO,Fish,2018,12,1984,Male,NA,7295,34
28574,2015-04-28,T,Annual,1,T,NE,Fish,2015,18.5,1980,Female,dawes,7296,35
44255,2018-04-27,T,Annual,1,T,NE,Fish,2018,23,1980,Female,dawes,7296,38
27868,2015-03-23,T,1-Day,1,T,NE,Fish,2015,6.5,1998,Female,lancaster,7297,17
27877,2015-03-24,T,Annual,1,T,NE,Fish,2015,18.5,1952,Male,sarpy,7298,63
